Date,Location,Vehicle_Type,Violation_Type,Fine_Amount (₹),Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded (km/h),Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty (₹),Fine_Payment_Status
18-08-2024,Huda City Center,Bike,Speeding,3038,FALSE,Foggy,Evening,Under Construction,36-50,0,Low,Valid,FALSE,98,Uttar Pradesh,9,3,2347,Disputed
20-05-2024,NH-8,Bike,Wrong-Side Driving,7655,FALSE,Foggy,Morning,Under Construction,18-25,1,Low,Learner,FALSE,61,Delhi,1,1,1855,Unpaid
08-03-2024,Udyog Vihar,Bus,Red-Light Jump,4050,FALSE,Foggy,Morning,Slippery,36-50,1,High,Suspended,FALSE,42,Delhi,9,2,1206,Disputed
05-11-2024,Signature Tower Chowk,Truck,Wrong-Side Driving,4547,FALSE,Clear,Night,Under Construction,26-35,2,High,Valid,TRUE,103,Uttar Pradesh,5,3,4024,Unpaid
25-06-2024,Sector 29,Bike,Red-Light Jump,3001,FALSE,Foggy,Night,Dry,26-35,1,Low,Suspended,TRUE,64,Punjab,5,2,1249,Paid
26-09-2024,Manesar Toll,Bus,No Seatbelt,1000,TRUE,Cloudy,Night,Wet,50+,4,Medium,Suspended,TRUE,113,Haryana,4,1,1925,Disputed
27-03-2024,Sikanderpur,Car,Speeding,3944,TRUE,Clear,Night,Slippery,50+,5,High,Suspended,TRUE,55,Punjab,1,3,2288,Paid
02-06-2024,Sector 29,Bus,Wrong-Side Driving,3071,FALSE,Cloudy,Night,Under Construction,18-25,3,High,Learner,FALSE,106,Haryana,7,1,3266,Disputed
02-05-2024,Cyber City,Bike,Speeding,2272,FALSE,Cloudy,Evening,Wet,50+,0,High,Learner,TRUE,112,Uttar Pradesh,4,1,548,Paid
07-06-2024,Sheetala Mata Road,Car,No Seatbelt,1000,FALSE,Cloudy,Night,Slippery,36-50,2,Medium,Suspended,FALSE,102,Rajasthan,9,2,2821,Disputed
26-02-2024,Udyog Vihar,Car,Red-Light Jump,3924,TRUE,Foggy,Night,Under Construction,50+,5,Low,Valid,FALSE,61,Rajasthan,2,2,1984,Paid
24-06-2024,Sector 56,Bus,Wrong-Side Driving,2252,FALSE,Foggy,Evening,Slippery,18-25,1,Medium,Expired,TRUE,61,Punjab,9,2,4808,Disputed
20-01-2024,Manesar Toll,Auto-rickshaw,Wrong-Side Driving,7689,TRUE,Stormy,Evening,Dry,18-25,0,Medium,Suspended,FALSE,22,Uttar Pradesh,7,3,1976,Paid
02-11-2024,Sikanderpur,Bus,No Seatbelt,1000,FALSE,Clear,Evening,Slippery,36-50,5,Low,Suspended,FALSE,88,Uttar Pradesh,5,2,3002,Disputed
16-09-2024,Rajiv Chowk,Auto-rickshaw,Red-Light Jump,,FALSE,Foggy,Night,Dry,26-35,2,High,Suspended,TRUE,1,Uttar Pradesh,9,3,3157,Unpaid
07-04-2024,Huda City Center,Auto-rickshaw,No Seatbelt,1000,FALSE,Clear,Afternoon,Slippery,18-25,1,Medium,Suspended,TRUE,70,Haryana,4,2,3842,Paid
07-04-2024,Sheetala Mata Road,Truck,DUI,6344,FALSE,Stormy,Afternoon,Dry,26-35,2,High,Expired,FALSE,29,Delhi,10,3,4027,Paid
20-05-2024,Rajiv Chowk,Bus,No Seatbelt,1000,FALSE,Clear,Night,Slippery,18-25,0,Medium,Suspended,FALSE,18,Punjab,6,1,1938,Unpaid
02-02-2024,Signature Tower Chowk,Bike,No Helmet,1000,TRUE,Foggy,Evening,Wet,36-50,1,High,Learner,TRUE,97,Delhi,5,1,1589,Paid
19-01-2024,Signature Tower Chowk,Bus,No Seatbelt,1000,TRUE,Rainy,Evening,Slippery,26-35,4,Low,Suspended,TRUE,77,Haryana,4,1,4373,Unpaid
21-01-2024,Signature Tower Chowk,Bike,Red-Light Jump,4251,FALSE,Clear,Morning,Slippery,50+,3,Low,Learner,TRUE,25,Haryana,3,2,4162,Unpaid
27-08-2024,Sikanderpur,Bike,Speeding,1442,FALSE,Stormy,Night,Wet,36-50,1,Medium,Valid,FALSE,44,Uttar Pradesh,6,2,2889,Disputed
03-07-2024,Huda City Center,Bike,DUI,5856,FALSE,Cloudy,Morning,Slippery,26-35,2,Medium,Suspended,FALSE,17,Haryana,4,2,1748,Unpaid
10-02-2024,Huda City Center,Bike,DUI,9925,FALSE,Clear,Afternoon,Wet,50+,1,Medium,Suspended,TRUE,98,Punjab,2,3,2263,Unpaid
19-03-2024,Udyog Vihar,Car,No Seatbelt,1000,FALSE,Foggy,Evening,Slippery,36-50,3,High,Learner,FALSE,77,Punjab,1,1,3878,Unpaid
03-10-2024,Rajiv Chowk,Truck,No Seatbelt,1000,FALSE,Cloudy,Morning,Wet,36-50,4,Low,Learner,FALSE,82,Haryana,7,1,3918,Unpaid
04-01-2024,IFFCO Chowk,Truck,Red-Light Jump,2780,FALSE,Rainy,Evening,Slippery,50+,5,Medium,Valid,FALSE,119,Rajasthan,1,1,1438,Unpaid
02-05-2024,Sector 29,Truck,No Seatbelt,1000,FALSE,Rainy,Night,Wet,18-25,0,Medium,Expired,TRUE,101,Rajasthan,9,1,3048,Unpaid
07-05-2024,Sikanderpur,Car,Red-Light Jump,,TRUE,Clear,Night,Wet,50+,0,High,Valid,FALSE,100,Uttar Pradesh,2,2,1715,Paid
18-12-2024,NH-8,Auto-rickshaw,DUI,6565,FALSE,Rainy,Morning,Wet,26-35,1,Medium,Valid,FALSE,33,Punjab,6,1,677,Paid
07-01-2024,Sohna Road near Iris Tech Park,Bus,No Seatbelt,1000,FALSE,Clear,Morning,Under Construction,18-25,1,High,Suspended,FALSE,119,Punjab,2,2,791,Paid
15-07-2024,Cyber City,Car,DUI,,TRUE,Stormy,Evening,Wet,50+,2,Low,Valid,FALSE,73,Haryana,10,2,2248,Paid
28-06-2024,Sohna Road near Iris Tech Park,Bus,Speeding,,FALSE,Foggy,Night,Wet,50+,31,High,Expired,FALSE,19,Rajasthan,2,1,2194,Unpaid
06-10-2024,Sector 29,Bike,Red-Light Jump,2895,FALSE,Foggy,Evening,Wet,36-50,2,High,Learner,TRUE,60,Punjab,4,2,2829,Paid
02-08-2024,Huda City Center,Auto-rickshaw,No Seatbelt,1000,FALSE,Stormy,Night,Wet,50+,4,Medium,Learner,TRUE,24,Haryana,4,3,4055,Disputed
21-07-2024,Golf Course Road,Bike,Wrong-Side Driving,2089,TRUE,Clear,Afternoon,Dry,18-25,2,Low,Expired,TRUE,104,Uttar Pradesh,3,1,3595,Paid
28-05-2024,Sector 56,Truck,DUI,6644,FALSE,Clear,Night,Dry,50+,0,Low,Learner,TRUE,6,Delhi,9,3,3292,Disputed
21-02-2024,Manesar Toll,Bike,Red-Light Jump,3642,FALSE,Foggy,Afternoon,Under Construction,50+,4,High,Expired,TRUE,111,Haryana,8,1,503,Paid
09-01-2024,MG Road,Car,Red-Light Jump,4184,TRUE,Foggy,Evening,Dry,50+,2,Medium,Valid,TRUE,8,Rajasthan,5,2,3051,Unpaid
15-07-2024,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,TRUE,Stormy,Morning,Slippery,50+,0,Medium,Valid,FALSE,79,Rajasthan,3,3,1436,Paid
16-10-2024,Golf Course Road,Bus,Wrong-Side Driving,2039,FALSE,Rainy,Morning,Under Construction,26-35,25,Medium,Suspended,FALSE,36,Haryana,7,2,1636,Paid
04-02-2024,Sikanderpur,Car,DUI,34890,FALSE,Stormy,Afternoon,Under Construction,26-35,3,High,Suspended,TRUE,44,Haryana,6,1,3239,Disputed
14-09-2024,MG Road,Truck,Red-Light Jump,3477,FALSE,Cloudy,Evening,Under Construction,36-50,4,High,Expired,TRUE,43,Uttar Pradesh,8,1,2887,Disputed
10-02-2024,Sector 29,Bus,Wrong-Side Driving,6057,FALSE,Rainy,Afternoon,Slippery,36-50,12,Medium,Suspended,FALSE,1,Uttar Pradesh,7,2,1203,Disputed
08-05-2024,Golf Course Road,Car,Wrong-Side Driving,4100,FALSE,Cloudy,Night,Dry,36-50,3,Low,Valid,TRUE,11,Punjab,2,1,1952,Paid
01-01-2024,Rajiv Chowk,Bus,Red-Light Jump,2548,FALSE,Foggy,Evening,Wet,36-50,4,Medium,Suspended,TRUE,79,Uttar Pradesh,8,1,4831,Disputed
05-10-2024,Cyber City,Auto-rickshaw,Wrong-Side Driving,4678,TRUE,Rainy,Morning,Slippery,50+,2,Low,Expired,TRUE,86,Delhi,4,1,1750,Paid
19-02-2024,IFFCO Chowk,Truck,Red-Light Jump,4326,TRUE,Cloudy,Evening,Wet,50+,3,Medium,Valid,FALSE,33,Rajasthan,7,2,3347,Disputed
11-07-2024,Signature Tower Chowk,Car,Speeding,1471,FALSE,Clear,Afternoon,Slippery,36-50,3,High,Suspended,FALSE,5,Haryana,3,1,876,Unpaid
27-11-2024,Sector 29,Bike,Red-Light Jump,,FALSE,Foggy,Night,Slippery,18-25,3,Medium,Valid,FALSE,95,Uttar Pradesh,1,2,1524,Unpaid
26-03-2024,Sector 56,Car,No Seatbelt,,FALSE,Rainy,Night,Dry,26-35,2,Medium,Valid,TRUE,108,Haryana,7,1,584,Paid
20-06-2024,Sector 29,Bus,Speeding,2158,TRUE,Rainy,Night,Under Construction,26-35,1,High,Valid,FALSE,120,Delhi,3,3,2781,Disputed
14-12-2024,Rajiv Chowk,Bike,Red-Light Jump,3166,FALSE,Rainy,Evening,Under Construction,26-35,2,Low,Learner,TRUE,120,Haryana,8,2,4858,Unpaid
06-03-2024,Golf Course Road,Bus,Speeding,4849,TRUE,Clear,Night,Dry,26-35,3,High,Valid,FALSE,22,Haryana,6,2,3840,Disputed
20-10-2024,Signature Tower Chowk,Car,Wrong-Side Driving,2284,FALSE,Rainy,Night,Wet,26-35,5,Medium,Valid,TRUE,110,Rajasthan,2,1,2145,Paid
28-12-2024,Sector 56,Car,Red-Light Jump,3218,FALSE,Cloudy,Afternoon,Dry,26-35,3,High,Expired,FALSE,55,Haryana,2,1,3937,Disputed
23-06-2024,Golf Course Road,Bike,Speeding,3748,TRUE,Rainy,Morning,Slippery,18-25,2,High,Suspended,FALSE,81,Haryana,3,2,3807,Disputed
22-08-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,Red-Light Jump,3835,FALSE,Clear,Morning,Dry,36-50,2,High,Valid,FALSE,54,Punjab,1,2,4284,Unpaid
27-06-2024,Cyber City,Bus,No Seatbelt,1000,FALSE,Stormy,Night,Dry,26-35,3,Medium,Valid,TRUE,58,Delhi,1,2,3201,Unpaid
17-03-2024,Sikanderpur,Bus,Red-Light Jump,4565,FALSE,Stormy,Evening,Wet,50+,1,High,Learner,TRUE,115,Rajasthan,6,1,1044,Disputed
05-01-2024,Sector 29,Bus,Red-Light Jump,4615,FALSE,Foggy,Night,Wet,50+,0,Medium,Suspended,TRUE,14,Haryana,5,3,2103,Paid
02-11-2024,NH-8,Auto-rickshaw,Wrong-Side Driving,7081,FALSE,Foggy,Morning,Under Construction,36-50,5,Low,Suspended,FALSE,88,Haryana,4,2,4374,Disputed
10-09-2024,Manesar Toll,Car,Wrong-Side Driving,2417,TRUE,Rainy,Evening,Slippery,26-35,2,Low,Expired,FALSE,49,Rajasthan,3,2,3996,Paid
19-08-2024,MG Road,Bus,Wrong-Side Driving,3804,TRUE,Rainy,Morning,Wet,50+,3,High,Valid,FALSE,94,Haryana,8,1,1418,Paid
21-04-2024,MG Road,Auto-rickshaw,Speeding,2953,TRUE,Rainy,Night,Slippery,18-25,2,Low,Valid,TRUE,67,Delhi,9,2,4842,Disputed
27-08-2024,Sector 56,Bike,No Helmet,1000,FALSE,Stormy,Evening,Under Construction,18-25,2,High,Learner,FALSE,15,Punjab,6,1,1136,Paid
06-10-2024,Rajiv Chowk,Car,No Seatbelt,1000,FALSE,Foggy,Afternoon,Under Construction,18-25,1,High,Valid,TRUE,72,Punjab,3,3,4272,Paid
01-05-2024,Sikanderpur,Bike,No Helmet,1000,FALSE,Cloudy,Evening,Dry,18-25,0,Low,Learner,TRUE,47,Delhi,9,3,596,Paid
28-05-2024,Golf Course Road,Auto-rickshaw,No Seatbelt,1000,TRUE,Rainy,Night,Slippery,18-25,0,High,Valid,FALSE,66,Delhi,10,2,1385,Paid
26-03-2024,Golf Course Road,Bus,Wrong-Side Driving,4521,TRUE,Rainy,Evening,Slippery,26-35,2,Medium,Learner,TRUE,27,Punjab,5,3,3801,Disputed
09-02-2024,NH-8,Auto-rickshaw,Wrong-Side Driving,3811,FALSE,Clear,Evening,Dry,26-35,5,Medium,Learner,FALSE,79,Rajasthan,6,3,3376,Paid
26-08-2024,NH-8,Car,Red-Light Jump,3811,FALSE,Clear,Afternoon,Slippery,26-35,1,Medium,Expired,TRUE,9,Uttar Pradesh,8,1,2593,Paid
13-11-2024,Golf Course Road,Bike,Speeding,4358,TRUE,Cloudy,Night,Dry,36-50,1,High,Expired,TRUE,37,Rajasthan,2,1,727,Disputed
23-04-2024,NH-8,Auto-rickshaw,Speeding,2857,FALSE,Clear,Morning,Slippery,26-35,5,Low,Expired,TRUE,54,Haryana,5,3,2542,Paid
16-06-2024,IFFCO Chowk,Bike,No Helmet,1000,FALSE,Clear,Evening,Dry,36-50,3,Medium,Valid,FALSE,25,Uttar Pradesh,5,1,2848,Paid
20-05-2024,Cyber City,Car,Red-Light Jump,,FALSE,Cloudy,Morning,Slippery,36-50,2,High,Suspended,TRUE,24,Delhi,8,2,2111,Unpaid
14-08-2024,Signature Tower Chowk,Auto-rickshaw,Wrong-Side Driving,7088,FALSE,Cloudy,Evening,Slippery,18-25,2,Medium,Valid,TRUE,25,Punjab,8,1,2523,Paid
14-04-2024,Sikanderpur,Truck,Wrong-Side Driving,6756,TRUE,Cloudy,Afternoon,Under Construction,36-50,0,High,Expired,TRUE,98,Rajasthan,7,3,3864,Unpaid
05-07-2024,Sohna Road near Iris Tech Park,Bus,No Seatbelt,1000,FALSE,Clear,Morning,Dry,26-35,2,Low,Suspended,TRUE,70,Rajasthan,10,1,3087,Paid
18-07-2024,Sheetala Mata Road,Car,DUI,9886,FALSE,Stormy,Morning,Slippery,26-35,2,High,Suspended,FALSE,119,Rajasthan,1,2,3914,Unpaid
10-07-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,DUI,9264,TRUE,Rainy,Morning,Slippery,26-35,5,High,Learner,FALSE,111,Delhi,3,1,1740,Disputed
09-07-2024,Cyber City,Car,DUI,9345,TRUE,Stormy,Morning,Slippery,36-50,4,High,Learner,FALSE,18,Uttar Pradesh,3,3,3125,Disputed
05-06-2024,Huda City Center,Car,Wrong-Side Driving,3873,FALSE,Stormy,Night,Under Construction,26-35,4,High,Expired,TRUE,50,Rajasthan,4,3,4108,Unpaid
15-12-2024,Sector 56,Bus,DUI,9777,FALSE,Stormy,Night,Wet,18-25,5,Medium,Valid,TRUE,99,Haryana,3,3,4191,Disputed
27-07-2024,Rajiv Chowk,Bike,DUI,6927,FALSE,Cloudy,Evening,Under Construction,18-25,1,Medium,Expired,TRUE,89,Punjab,7,2,1492,Unpaid
21-02-2024,Huda City Center,Car,Speeding,4393,FALSE,Stormy,Afternoon,Dry,26-35,0,Low,Learner,TRUE,5,Delhi,5,2,1732,Paid
12-06-2024,Sikanderpur,Bus,No Seatbelt,1000,TRUE,Stormy,Morning,Dry,26-35,4,Medium,Expired,FALSE,96,Uttar Pradesh,10,1,2446,Unpaid
25-07-2024,Rajiv Chowk,Car,DUI,6027,TRUE,Foggy,Night,Slippery,36-50,4,Low,Expired,TRUE,73,Punjab,8,1,3117,Unpaid
06-04-2024,Sohna Road near Iris Tech Park,Bike,Wrong-Side Driving,3488,FALSE,Rainy,Night,Wet,50+,2,Low,Valid,TRUE,55,Uttar Pradesh,2,2,1899,Paid
16-03-2024,Manesar Toll,Bus,Speeding,4009,FALSE,Rainy,Evening,Dry,50+,5,High,Learner,TRUE,12,Rajasthan,5,1,2209,Disputed
02-05-2024,Huda City Center,Car,Wrong-Side Driving,4870,TRUE,Rainy,Night,Under Construction,26-35,1,Medium,Learner,FALSE,65,Delhi,9,3,2826,Disputed
12-01-2024,Sohna Road near Iris Tech Park,Truck,No Seatbelt,1000,FALSE,Rainy,Afternoon,Under Construction,36-50,4,Low,Suspended,TRUE,76,Uttar Pradesh,6,2,1301,Disputed
05-03-2024,Sheetala Mata Road,Truck,DUI,7583,FALSE,Stormy,Morning,Under Construction,26-35,3,Medium,Valid,FALSE,16,Rajasthan,5,2,3499,Unpaid
23-01-2024,IFFCO Chowk,Bus,Red-Light Jump,3785,TRUE,Cloudy,Night,Dry,50+,4,Medium,Suspended,FALSE,35,Punjab,8,1,1298,Paid
07-06-2024,Sector 56,Bike,DUI,9901,FALSE,Rainy,Afternoon,Slippery,26-35,3,Low,Expired,FALSE,69,Uttar Pradesh,8,1,3617,Unpaid
24-03-2024,Sheetala Mata Road,Bike,No Helmet,1000,TRUE,Foggy,Evening,Under Construction,26-35,2,High,Valid,TRUE,56,Haryana,3,1,3941,Disputed
20-03-2024,Sheetala Mata Road,Truck,Red-Light Jump,4219,FALSE,Clear,Morning,Dry,36-50,5,Medium,Valid,TRUE,47,Delhi,2,3,2190,Disputed
18-11-2024,Sikanderpur,Truck,Wrong-Side Driving,5674,TRUE,Cloudy,Evening,Dry,18-25,4,Medium,Learner,FALSE,95,Rajasthan,7,2,2143,Disputed
04-06-2024,Sector 56,Bus,No Seatbelt,1000,FALSE,Rainy,Evening,Slippery,50+,3,Low,Suspended,FALSE,5,Punjab,7,2,856,Unpaid
18-10-2024,Manesar Toll,Truck,Speeding,1192,FALSE,Rainy,Afternoon,Slippery,26-35,1,Medium,Expired,TRUE,72,Rajasthan,2,2,2897,Unpaid
04-11-2024,NH-8,Car,Wrong-Side Driving,,FALSE,Clear,Night,Wet,50+,0,Low,Learner,TRUE,48,Delhi,1,3,3701,Unpaid
11-09-2024,MG Road,Auto-rickshaw,Speeding,4807,FALSE,Stormy,Morning,Under Construction,26-35,0,Medium,Suspended,FALSE,18,Rajasthan,8,1,2140,Disputed
13-08-2024,Manesar Toll,Truck,Red-Light Jump,1731,FALSE,Clear,Morning,Wet,26-35,1,Medium,Expired,TRUE,100,Delhi,8,3,1707,Unpaid
13-04-2024,Sohna Road near Iris Tech Park,Bus,Red-Light Jump,3391,TRUE,Stormy,Night,Slippery,26-35,4,Low,Valid,TRUE,12,Rajasthan,3,2,655,Unpaid
13-10-2024,Cyber City,Bike,Red-Light Jump,3982,FALSE,Foggy,Night,Slippery,50+,0,Low,Learner,TRUE,37,Haryana,5,1,3224,Disputed
20-08-2024,Sohna Road near Iris Tech Park,Car,Red-Light Jump,2787,FALSE,Rainy,Morning,Dry,18-25,3,Low,Valid,FALSE,43,Punjab,1,3,3981,Paid
13-09-2024,Cyber City,Bus,DUI,8530,FALSE,Clear,Morning,Under Construction,36-50,1,Medium,Learner,TRUE,28,Haryana,9,2,4643,Unpaid
15-08-2024,Golf Course Road,Car,Wrong-Side Driving,6008,FALSE,Rainy,Morning,Dry,26-35,3,Low,Expired,FALSE,77,Rajasthan,8,3,2792,Paid
01-09-2024,Sohna Road near Iris Tech Park,Bike,No Helmet,1000,TRUE,Foggy,Afternoon,Dry,50+,2,High,Suspended,TRUE,101,Delhi,7,1,704,Disputed
14-12-2024,MG Road,Auto-rickshaw,No Seatbelt,1000,FALSE,Rainy,Evening,Wet,18-25,4,Medium,Suspended,TRUE,18,Punjab,2,3,1157,Unpaid
08-06-2024,Udyog Vihar,Car,Speeding,4953,FALSE,Foggy,Evening,Dry,50+,5,High,Valid,TRUE,116,Punjab,1,2,1113,Unpaid
16-03-2024,Sikanderpur,Auto-rickshaw,No Seatbelt,1000,FALSE,Rainy,Evening,Under Construction,36-50,1,Low,Valid,TRUE,67,Haryana,5,3,4506,Unpaid
04-05-2024,Huda City Center,Truck,No Seatbelt,1000,FALSE,Foggy,Afternoon,Wet,18-25,3,Medium,Learner,TRUE,58,Delhi,6,1,4164,Disputed
28-11-2024,Sector 56,Auto-rickshaw,Red-Light Jump,3077,TRUE,Foggy,Afternoon,Slippery,26-35,1,High,Learner,TRUE,105,Punjab,3,2,3961,Unpaid
05-06-2024,Sector 56,Truck,Red-Light Jump,3508,FALSE,Foggy,Afternoon,Slippery,36-50,4,High,Valid,FALSE,86,Punjab,9,3,4514,Paid
26-01-2024,NH-8,Bike,DUI,8949,FALSE,Stormy,Evening,Slippery,50+,3,High,Suspended,TRUE,50,Haryana,8,1,3483,Unpaid
27-12-2024,Sector 56,Auto-rickshaw,No Seatbelt,1000,FALSE,Clear,Afternoon,Slippery,26-35,4,High,Expired,FALSE,24,Punjab,2,1,1886,Unpaid
14-08-2024,Golf Course Road,Truck,Speeding,3386,TRUE,Rainy,Night,Under Construction,50+,5,Medium,Expired,FALSE,97,Rajasthan,3,2,3319,Disputed
27-02-2024,IFFCO Chowk,Bike,Speeding,2113,TRUE,Cloudy,Evening,Slippery,26-35,3,Medium,Valid,TRUE,106,Haryana,4,1,1283,Unpaid
12-05-2024,Golf Course Road,Bike,Red-Light Jump,2980,FALSE,Clear,Evening,Under Construction,50+,1,High,Expired,TRUE,44,Delhi,4,1,4892,Unpaid
15-06-2024,Sector 29,Truck,Red-Light Jump,4613,TRUE,Rainy,Night,Under Construction,18-25,1,Medium,Suspended,TRUE,73,Haryana,9,3,1800,Unpaid
16-04-2024,Signature Tower Chowk,Bike,Speeding,3781,FALSE,Foggy,Evening,Slippery,50+,4,Low,Learner,FALSE,87,Rajasthan,3,2,2163,Paid
01-01-2024,Rajiv Chowk,Auto-rickshaw,DUI,9039,FALSE,Stormy,Evening,Wet,26-35,2,Low,Suspended,FALSE,18,Haryana,10,3,2437,Disputed
08-10-2024,Manesar Toll,Auto-rickshaw,Wrong-Side Driving,4337,TRUE,Rainy,Afternoon,Under Construction,18-25,3,High,Valid,FALSE,111,Rajasthan,6,3,4851,Unpaid
06-06-2024,Manesar Toll,Auto-rickshaw,No Seatbelt,1000,FALSE,Clear,Afternoon,Under Construction,36-50,4,Low,Valid,TRUE,102,Haryana,3,1,797,Paid
16-02-2024,Sheetala Mata Road,Auto-rickshaw,Wrong-Side Driving,5304,FALSE,Stormy,Afternoon,Under Construction,36-50,2,Medium,Learner,TRUE,20,Uttar Pradesh,3,1,976,Disputed
05-11-2024,MG Road,Bike,No Helmet,1000,FALSE,Stormy,Afternoon,Slippery,26-35,3,Low,Learner,FALSE,108,Delhi,3,3,4827,Disputed
12-11-2024,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,FALSE,Rainy,Night,Under Construction,36-50,3,High,Suspended,TRUE,92,Punjab,4,3,1902,Disputed
03-06-2024,Rajiv Chowk,Auto-rickshaw,No Seatbelt,1000,FALSE,Cloudy,Night,Dry,50+,2,Low,Suspended,TRUE,18,Haryana,4,1,547,Disputed
07-05-2024,Udyog Vihar,Bike,Wrong-Side Driving,4235,TRUE,Clear,Afternoon,Wet,50+,3,Low,Valid,TRUE,47,Rajasthan,7,3,654,Disputed
24-12-2024,Golf Course Road,Auto-rickshaw,DUI,8866,FALSE,Foggy,Evening,Slippery,26-35,1,High,Suspended,FALSE,90,Uttar Pradesh,9,1,903,Unpaid
18-11-2024,Huda City Center,Truck,No Seatbelt,1000,TRUE,Cloudy,Afternoon,Slippery,50+,3,High,Learner,TRUE,63,Rajasthan,5,1,4415,Paid
21-01-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,Red-Light Jump,2465,FALSE,Stormy,Afternoon,Dry,50+,3,High,Learner,TRUE,47,Punjab,3,3,1264,Unpaid
25-08-2024,Udyog Vihar,Truck,No Seatbelt,1000,TRUE,Stormy,Night,Under Construction,36-50,4,Medium,Learner,TRUE,56,Haryana,7,1,3804,Unpaid
07-07-2024,IFFCO Chowk,Car,Speeding,4085,TRUE,Clear,Morning,Dry,36-50,5,Low,Learner,TRUE,101,Rajasthan,2,1,830,Paid
17-11-2024,Cyber City,Truck,Red-Light Jump,2220,TRUE,Clear,Evening,Dry,36-50,1,Medium,Suspended,FALSE,91,Haryana,5,3,2753,Disputed
06-11-2024,MG Road,Car,DUI,6574,FALSE,Rainy,Night,Under Construction,50+,1,Low,Learner,TRUE,23,Rajasthan,6,2,3078,Unpaid
07-05-2024,Udyog Vihar,Auto-rickshaw,Speeding,2257,TRUE,Stormy,Afternoon,Dry,36-50,2,Medium,Suspended,TRUE,29,Delhi,5,1,2539,Paid
02-01-2024,Manesar Toll,Car,No Seatbelt,1000,FALSE,Cloudy,Morning,Wet,26-35,5,Low,Valid,TRUE,94,Rajasthan,1,2,4734,Disputed
08-08-2024,Sector 29,Auto-rickshaw,DUI,9700,FALSE,Clear,Afternoon,Slippery,50+,3,Medium,Valid,FALSE,46,Punjab,3,2,3903,Disputed
14-01-2024,Cyber City,Auto-rickshaw,No Seatbelt,1000,TRUE,Rainy,Morning,Under Construction,26-35,0,Low,Valid,FALSE,114,Uttar Pradesh,7,3,4674,Paid
25-12-2024,Sector 56,Auto-rickshaw,Red-Light Jump,,TRUE,Foggy,Evening,Under Construction,26-35,2,Low,Valid,FALSE,2,Haryana,1,3,2276,Unpaid
17-07-2024,Sikanderpur,Truck,Red-Light Jump,1591,FALSE,Clear,Afternoon,Under Construction,18-25,0,Low,Valid,TRUE,9,Haryana,10,3,3282,Disputed
09-05-2024,Sheetala Mata Road,Auto-rickshaw,Speeding,1822,FALSE,Clear,Night,Under Construction,50+,2,High,Expired,TRUE,95,Delhi,6,1,1871,Disputed
25-11-2024,Udyog Vihar,Truck,Speeding,1962,TRUE,Foggy,Afternoon,Under Construction,50+,3,High,Valid,TRUE,77,Delhi,8,1,1825,Unpaid
16-08-2024,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,TRUE,Foggy,Morning,Dry,36-50,4,Medium,Learner,TRUE,105,Uttar Pradesh,9,3,1823,Disputed
01-07-2024,Sohna Road near Iris Tech Park,Auto-rickshaw,DUI,7471,FALSE,Foggy,Evening,Slippery,18-25,4,Low,Expired,TRUE,56,Haryana,9,1,3439,Paid
21-09-2024,Udyog Vihar,Bus,No Seatbelt,1000,FALSE,Rainy,Morning,Under Construction,50+,1,Low,Valid,FALSE,28,Uttar Pradesh,7,1,3341,Unpaid
27-09-2024,Sikanderpur,Bike,Speeding,3177,FALSE,Foggy,Afternoon,Under Construction,36-50,2,Low,Suspended,FALSE,103,Haryana,4,2,1385,Unpaid
20-01-2024,Rajiv Chowk,Truck,Red-Light Jump,4699,FALSE,Stormy,Night,Dry,26-35,2,Low,Expired,FALSE,93,Uttar Pradesh,2,1,4918,Unpaid
23-08-2024,Udyog Vihar,Bike,No Helmet,1000,TRUE,Foggy,Evening,Slippery,36-50,2,Low,Valid,TRUE,56,Uttar Pradesh,3,1,4960,Disputed
03-03-2024,NH-8,Car,Speeding,3940,TRUE,Stormy,Evening,Under Construction,26-35,5,Low,Expired,TRUE,119,Rajasthan,1,3,2264,Paid
16-10-2024,IFFCO Chowk,Bike,DUI,5980,FALSE,Cloudy,Afternoon,Under Construction,36-50,1,Low,Expired,FALSE,95,Delhi,9,3,2472,Paid
08-02-2024,Rajiv Chowk,Truck,Wrong-Side Driving,5590,FALSE,Cloudy,Afternoon,Wet,36-50,5,Low,Learner,FALSE,38,Uttar Pradesh,4,2,3962,Disputed
15-11-2024,Huda City Center,Bike,DUI,8363,FALSE,Foggy,Night,Wet,36-50,1,High,Suspended,FALSE,70,Delhi,7,3,1381,Paid
05-03-2024,Sector 29,Truck,Wrong-Side Driving,5732,FALSE,Cloudy,Morning,Wet,50+,4,High,Valid,TRUE,102,Uttar Pradesh,6,3,1800,Unpaid
